,SK_ID_CURR,TARGET,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,OCCUPATION_TYPE,CNT_FAM_MEMBERS,INCOME_CREDIT_PERC,INCOME_PER_PERSON,ANNUITY_INCOME_PERC,PAYMENT_RATE,ACTIVE_LOAN,DAYS_CREDIT,CREDIT_DAY_OVERDUE,AMT_CREDIT_SUM,DAYS_CREDIT_UPDATE,CREDIT_ACTIVE,ACTIVE_CREDIT,NUMBER_PREV_LOANS,DIFFERENT_LOAN_PRODUCTS,PREV_AMT_RECEIVED_MEAN,PREV_AMT_APPLICATION,PREV_AMT_ANNUITY,PREV_AMT_CREDIT,AMT_DOWN_PAYMENT,PREV_DAYS_DECISION,PREV_CNT_PAYMENT,PREV_RATE_DOWN_PAYMENT,INCOME_TO_TOTAL_ANNUITY
3049,423438,0,F,N,Y,0,180000,619749,41715,585000,Unaccompanied,Pensioner,Secondary / secondary special,Separated,House / apartment,0.006629,-22228,NA,,1,0.290440162,180000,0.23175,0.067309508,1,-1197,0,711000,-462.5,2,576000,1,2,0.805542433,226080,28139.985,284382,NA,-1909.25,8,NA,4.314994606
2322,423448,0,M,Y,Y,0,270000,450000,22018.5,450000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.026392,-13495,-2371,Laborers,2,0.6,135000,0.08155,0.04893,4,-1410,0,7350750,-724,5,803250,1,3,NA,10411924.5,NA,11554101,NA,-872.2083333,NA,NA,12.2624157
2536,423486,0,F,N,Y,1,67500,254700,25321.5,225000,Children,Working,Secondary / secondary special,Married,House / apartment,0.007305,-19913,-1764,Sales staff,3,0.265017668,22500,0.375133333,0.099416961,0,-990,0,124087.5,-722,1,0,1,1,1.249788526,113026.5,8817.57,90436.5,22590,-1413,12,0.217670755,2.665718856
1547,423618,0,F,N,N,2,157500,315000,21924,315000,Unaccompanied,State servant,Higher education,Married,Municipal apartment,0.04622,-18707,-2904,Core staff,4,0.5,39375,0.1392,0.0696,2,-1437.5,0,4406420.88,-1011.125,8,4019647.5,6,2,NA,3962160,NA,4183740,NA,-745.125,NA,NA,7.183908046
3462,423650,0,M,N,Y,1,202500,241618.5,25636.5,229500,Unaccompanied,Working,Incomplete higher,Married,House / apartment,0.019689,-12789,-1433,Managers,3,0.838098076,67500,0.1266,0.106103216,2,-940,0,5850004.5,-422,2,5850004.5,0,2,0.88797221,18405,2302.785,20727,1840.5,-1186,12,0.088821173,7.898894155
4817,423786,0,F,N,Y,0,90000,269550,24853.5,225000,Unaccompanied,Commercial associate,Higher education,Single / not married,Co-op apartment,0.035792,-10687,-790,Laborers,1,0.333889816,90000,0.27615,0.092203673,0,-634.5,0,225000,-260,2,0,2,1,1.07150938,122260.5,NA,114637.5,9585,-2117.666667,NA,0.0839225,3.621220351
1922,423951,0,M,Y,Y,0,180000,301464,21937.5,238500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.01885,-17734,-142,Drivers,2,0.597086219,90000,0.121875,0.072769883,2,-1641.571429,0,1261377,-646.5714286,7,368100,5,2,0.935918717,191182.5,20430.495,203872.5,3735,-1518,13.5,0.026326464,8.205128205
3194,424219,0,F,Y,Y,0,81000,269550,13761,225000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.019101,-16747,-2655,Cooking staff,2,0.300500835,40500,0.169888889,0.051051753,5,-1211.428571,1.428571429,2236500,-431.1428571,7,1597500,2,2,0.995666075,731070,50193.54,801558,NA,-676,16.33333333,NA,5.886200131
4528,424298,0,F,N,Y,1,225000,888840,35815.5,675000,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.00963,-14846,-1372,Sales staff,3,0.253138923,75000,0.15918,0.040294654,4,-718.2857143,0,1349482.5,-379.2857143,7,540000,3,3,NA,2541964.5,NA,2535957,NA,-486.1428571,NA,NA,6.282196256
2655,424307,0,F,N,N,0,202500,270000,15498,270000,Unaccompanied,State servant,Higher education,Married,House / apartment,0.026392,-9960,-178,Managers,2,0.75,101250,0.076533333,0.0574,3,-636.3333333,0,5552869.5,-26,3,5552869.5,0,2,NA,80316,NA,89397,NA,-416.5,NA,NA,13.06620209
212,424338,1,M,Y,Y,1,135000,450000,22018.5,450000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.016612,-14737,-1975,,3,0.3,45000,0.1631,0.04893,6,-635.5555556,0,1828454.04,-436.6666667,9,1396985.04,3,2,NA,68782.5,NA,61902,NA,-145,NA,NA,6.131207848
3138,424368,0,M,Y,Y,0,180000,755190,36459,675000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.022625,-17555,-2523,,2,0.238350614,90000,0.20255,0.048277917,2,-1161.166667,0,1039441.5,-438.6666667,6,652500,4,2,0.636511596,124042.275,35668.305,580027.5,NA,-866,8,NA,4.93705258
4798,424451,0,M,Y,N,0,126000,269550,24723,225000,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.018801,-10640,-302,Drivers,1,0.467445743,126000,0.196214286,0.091719533,4,-1488.5,0,1428174.9,-611.5,10,447506.145,6,2,0.865594787,435136.5,46241.55,522436.5,NA,-1962.555556,12,NA,5.096468875
2357,424503,0,F,N,Y,0,202500,576072,20821.5,405000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.01885,-21462,NA,,2,0.35151856,101250,0.102822222,0.03614392,0,-802,0,462154.5,-483.1666667,6,0,6,1,NA,3495053.7,NA,3837573,NA,-520.4545455,NA,NA,9.725524098
4854,424590,0,F,N,Y,2,90000,765000,24678,765000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.011703,-11601,-2553,Laborers,4,0.117647059,22500,0.2742,0.032258824,2,-2071.5,0,4723200,-781,4,268200,2,2,NA,712264.5,NA,686677.5,NA,-1151.6,NA,NA,3.646973012
3834,424678,0,F,Y,Y,0,382500,820453.5,42021,652500,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,0.072508,-13446,-2732,,1,0.46620558,382500,0.109858824,0.051216797,4,-1384.9,0,8610219,-392.4,10,5784219,6,2,1,162900,8417.025,162900,0,-511,24,0,9.102591561
3603,424777,0,F,Y,Y,1,112500,601470,29065.5,450000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.009657,-14084,-2076,,3,0.187041748,37500,0.25836,0.048324106,0,-1033.75,0,348079.5,-617.5,4,0,4,1,0.975537435,501727.5,NA,526675.5,NA,-479,NA,NA,3.870568199
3677,424783,0,M,Y,N,0,337500,1107981,29227.5,967500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.030755,-19557,-5984,Laborers,2,0.304608112,168750,0.0866,0.026379062,3,-1564.5,0,5233500,-649.25,4,3883500,1,2,1.083333333,311305.5,33988.59,287014.5,NA,-602.6666667,6,NA,11.54734411
2998,424941,0,F,N,N,0,90000,170640,9657,135000,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,0.008019,-20034,-11311,Laborers,1,0.52742616,90000,0.1073,0.056592827,0,-1805,0,641367,-889,4,0,4,2,0.994544485,1135174.5,71063.415,1172493,NA,-1676.6,14,NA,9.319664492
992,424991,1,M,Y,Y,0,175500,225000,22383,225000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018209,-15166,-4531,Security staff,2,0.78,87750,0.127538462,0.09948,0,-884.4,0,721435.5,-676.2,5,0,5,1,0.86993103,292500,30060.225,328846.5,NA,-1728,18,NA,7.840772014
294,424992,1,F,N,Y,0,90000,229500,18261,229500,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,With parents,0.018209,-9423,-1108,Sales staff,1,0.392156863,90000,0.2029,0.079568627,2,-353,0,213768,-33.5,2,213768,0,2,0.889232321,485550,30916.35,534892.5,NA,-561.25,21,NA,4.928536225
1440,425069,1,M,Y,Y,2,135000,450000,38754,450000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.026392,-15144,-2000,Managers,4,0.3,33750,0.287066667,0.08612,3,-517.6666667,0,364500,-13.66666667,3,364500,0,1,1.037419937,564697.8,89486.055,555912,50325.3,-1840.625,7.75,0.094805928,3.483511379
2088,425163,0,M,N,N,0,171000,450000,33646.5,450000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0105,-18638,-1450,Laborers,2,0.38,85500,0.196763158,0.07477,5,-1026.666667,0,1480732.2,-499.2222222,9,751151.7,4,2,1,271584.9,15003.225,271584.9,0,-739.6666667,19.33333333,0,5.08225224
1854,425297,0,M,Y,N,0,135000,450000,25258.5,450000,Unaccompanied,Working,Higher education,Married,House / apartment,0.011657,-19235,-2593,High skill tech staff,2,0.3,67500,0.1871,0.05613,7,-829.4,0,3425787,-531.44,25,1742571,18,3,NA,369000,NA,548545.5,NA,-1149.75,NA,NA,5.344735436
658,425359,1,M,Y,Y,1,225000,170640,11034,135000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.035792,-13745,-65,Drivers,3,1.318565401,75000,0.04904,0.064662447,1,-1742.5,0,1066500,-372,2,391500,1,2,NA,2266168.5,NA,3131199,NA,-1221.857143,NA,NA,20.39151713
1383,425452,1,M,N,Y,0,99000,312768,16096.5,270000,"Spouse, partner",Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.015221,-21859,NA,,1,0.316528545,99000,0.162590909,0.051464664,1,-261,0,184288.5,-59,2,166288.5,1,2,NA,9.00E+05,NA,1169100,NA,-584.1428571,NA,NA,6.150405368
4707,425489,0,F,N,N,1,180000,490536,38884.5,405000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.035792,-14505,-4982,Sales staff,3,0.366945545,60000,0.216025,0.079269411,3,-528.4,0,214576.38,-64,5,178576.38,2,2,1.035480642,529643.25,39256.605,588577.5,NA,-1214,23,NA,4.629093855
3341,425545,0,F,N,Y,0,67500,251280,12960,180000,Unaccompanied,Working,Secondary / secondary special,Civil marriage,With parents,0.019101,-8708,-1368,Laborers,2,0.268624642,33750,0.192,0.051575931,1,-578,0,157500,-48,1,157500,0,1,0.992657182,236515.5,14049.27,237379.5,NA,-403.6666667,12,NA,5.208333333
1797,425580,0,F,N,Y,0,382500,840996,24718.5,702000,Unaccompanied,State servant,Higher education,Separated,House / apartment,0.006629,-13164,-2677,Core staff,1,0.454817859,382500,0.064623529,0.029391935,3,-1391.818182,0,10442070,-650.4545455,11,2285235,8,3,1.003476602,1635286.5,125355.285,1845324,NA,-1098.571429,17.42857143,NA,15.47423994
3567,425587,0,F,Y,Y,0,90000,269550,19300.5,225000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.011657,-20717,NA,,2,0.333889816,45000,0.21445,0.071602671,2,-1019.4,0,541890,-432,5,324000,3,2,0.937098741,1297890,NA,1470150,NA,-444.6666667,NA,NA,4.66309163
4513,425594,0,F,N,Y,2,67500,497520,28692,450000,Unaccompanied,Working,Higher education,Married,House / apartment,0.005144,-14388,-2736,,4,0.135672938,16875,0.425066667,0.057670043,2,-1289.9,0,836731.17,-622.2,10,219496.5,8,1,1.108648741,217138.5,29829.825,202405.5,29002.5,-1822.125,8.75,0.149590628,2.352572146
811,425705,1,F,N,Y,2,112500,675000,26284.5,675000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.031329,-11531,-4124,Medicine staff,4,0.166666667,28125,0.23364,0.03894,3,-1322.333333,0,1647310.5,-536,6,1510087.5,3,2,1.021276596,51840,6204.375,50760,5184,-385,10,0.100919621,4.280089026
2133,425781,0,F,N,Y,0,315000,918468,30483,697500,Unaccompanied,State servant,Higher education,Married,House / apartment,0.018634,-16251,-4365,Core staff,2,0.342962411,157500,0.096771429,0.033188962,2,-1705.615385,0,4700813.58,-832.1538462,13,2065500,11,2,NA,39357,NA,44707.5,NA,-818.5,NA,NA,10.33362858
1163,425794,1,M,Y,Y,0,180000,314100,21375,225000,Unaccompanied,Working,Incomplete higher,Single / not married,House / apartment,0.022625,-8638,-160,,1,0.573065903,180000,0.11875,0.068051576,5,-645.2857143,0,1869979.86,-417,7,1583550,2,2,0.984019668,545557.5,50211.585,553054.5,28629,-495.8,14,0.056076287,8.421052632
986,425870,1,F,N,Y,0,157500,194742,10323,139500,Unaccompanied,Commercial associate,Incomplete higher,Separated,Municipal apartment,0.04622,-18340,-1756,,1,0.808762363,157500,0.065542857,0.053008596,1,-473,0,1459350,-11,1,1459350,0,1,NA,4270450.5,NA,5204052,NA,-759.5384615,NA,NA,15.25719268
1709,425935,0,F,N,N,0,112500,354276,16515,292500,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.030755,-12052,-1812,Core staff,1,0.31754903,112500,0.1468,0.046616198,3,-826.4,0,1228500,-534.6,5,378000,2,2,NA,1357677,NA,1420285.5,NA,-155.1428571,NA,NA,6.811989101
2676,426038,0,F,N,Y,0,189000,1061572.5,42228,976500,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.032561,-20606,-867,Cooking staff,1,0.178037769,189000,0.223428571,0.039778724,1,-688,0,467991,-24.66666667,3,225000,2,2,0.899988367,2899039.5,96109.695,3276229.5,NA,-601.25,54,NA,4.475703325
2254,426117,0,F,Y,Y,0,180000,342000,13023,342000,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.072508,-23320,NA,,1,0.526315789,180000,0.07235,0.038078947,1,-748.5,0,504720,-149,2,225000,1,2,0.946380745,846612,48211.515,927693,NA,-614,26,NA,13.82170007
4575,426139,0,F,N,Y,0,135000,315000,16002,315000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.026392,-21112,NA,,2,0.428571429,67500,0.118533333,0.0508,3,-865.1818182,0,2452842,-465.2727273,11,1764000,8,2,0.91933437,412123.5,28748.88,465300,NA,-189.3333333,13.33333333,NA,8.436445444
1609,426153,0,F,Y,N,0,315000,1350000,39604.5,1350000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.018029,-21172,NA,,2,0.233333333,157500,0.125728571,0.029336667,5,-1489.166667,0,8520093,-469.1666667,12,4830525,7,2,0.932332303,85500,16773.21,91705.5,0,-164,6,0,7.953641632
1311,426199,1,F,Y,Y,0,112500,136512,10912.5,108000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.035792,-18650,-5010,Managers,2,0.824103376,56250,0.097,0.079938027,2,-997.3333333,0,1479960,-184.5,6,1007460,4,2,NA,632574,NA,628834.5,NA,-923.6666667,NA,NA,10.30927835
3910,426238,0,F,Y,Y,0,135000,716427,56731.5,648000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.025164,-14576,-2955,Laborers,2,0.188435109,67500,0.420233333,0.079186714,1,-615,0,396000,-33,1,396000,0,1,NA,3330981,NA,3770082,NA,-398.9375,NA,NA,2.379630364
119,426511,1,M,N,Y,0,144000,521280,35392.5,450000,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.019101,-17032,-2443,Laborers,1,0.276243094,144000,0.24578125,0.067895373,1,-33,0,33066,-29,1,33066,0,1,NA,160852.5,NA,180828,NA,-536.6666667,NA,NA,4.068658614
1427,426545,1,F,Y,Y,0,247500,463500,19768.5,463500,Unaccompanied,State servant,Higher education,Married,House / apartment,0.035792,-12880,-1391,Core staff,2,0.533980583,123750,0.079872727,0.042650485,2,-495.6666667,0,1296000,-72.66666667,3,846000,1,1,1,93667.5,8569.935,93667.5,0,-1175,12,0,12.51991805
4631,426546,0,M,N,Y,0,315000,675000,21906,675000,Unaccompanied,State servant,Higher education,Single / not married,House / apartment,0.018209,-10831,-2640,Managers,1,0.466666667,315000,0.069542857,0.032453333,5,-1291.8,0,11457175.77,-537.6,10,9966658.5,5,2,NA,237947.4,NA,217804.5,NA,-738.6666667,NA,NA,14.37962202
1123,426598,1,F,N,N,2,180000,522927,26829,436500,Unaccompanied,Commercial associate,Secondary / secondary special,Married,Rented apartment,0.032561,-14399,-2831,Sales staff,4,0.344216306,45000,0.14905,0.05130544,5,-735.5833333,0,5023008,-612,12,2806470,7,3,1.018725934,1004795.595,111718.98,1012324.5,46489.095,-2553.571429,11.71428571,0.061398945,6.709158001
2515,426671,0,F,N,Y,0,180000,945000,31230,945000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.072508,-23257,NA,,2,0.19047619,90000,0.1735,0.033047619,1,-2004.666667,0,1372500,-258.8333333,6,405000,5,1,0.845448042,1425935.97,118029.06,1706854.5,NA,-1447.571429,20.57142857,NA,5.763688761
2903,426697,0,M,Y,Y,0,202500,846387,24876,706500,Unaccompanied,Pensioner,Higher education,Married,House / apartment,0.04622,-22534,NA,,2,0.239252257,101250,0.122844444,0.029390811,0,-815,0,159426,-627,1,0,1,1,1.000135942,694080,57089.34,692190,NA,-240.6666667,6,NA,8.140376266
2073,426698,0,M,Y,Y,0,135000,67500,6705,67500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.01452,-18781,-5632,Laborers,2,2,67500,0.049666667,0.099333333,2,-1491.777778,0,2110846.5,-690.6666667,9,1151694,7,2,0.917747588,83313,7207.92,104679,2250,-1586.5,15,0.0670953,20.13422819
826,426706,1,F,N,Y,2,81000,787500,23157,787500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.015221,-12879,-164,Sales staff,4,0.102857143,20250,0.285888889,0.029405714,1,-533,0,450000,-23,1,450000,0,1,0.952329414,90350.325,5864.625,92758.5,NA,-513,6,NA,3.497862417
3425,426734,0,F,N,N,0,180000,446931,21865.5,369000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.006671,-20335,-1824,Sales staff,2,0.402746733,90000,0.121475,0.048923659,3,-668,0,2240550,-279.8333333,6,765000,3,3,NA,3659328,NA,4181769,NA,-490.875,NA,NA,8.232146532
678,426754,1,F,N,Y,0,49500,814041,23931,679500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.028663,-14144,-185,Cooking staff,2,0.060807748,24750,0.483454545,0.029397782,0,-1393,0,297000,-283,1,0,1,1,0.994282748,1147635,52637.535,1146546,NA,-853.4,17.6,NA,2.068446785
2053,426803,0,F,Y,Y,0,225000,942300,36513,675000,Unaccompanied,Working,Higher education,Married,House / apartment,0.010556,-15579,-278,Accountants,2,0.238777459,112500,0.16228,0.038748806,0,-1889.333333,0,257409.765,-1547.666667,3,0,3,2,NA,294601.5,NA,296059.5,NA,-410,NA,NA,6.162188809
1523,426821,0,F,N,Y,3,135000,545040,26640,450000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.019689,-12855,-772,Sales staff,5,0.247688243,27000,0.197333333,0.048877147,2,-623.1666667,0,3968761.5,-407.3333333,6,319500,4,3,1.111220258,98640,15218.19,88762.5,9877.5,-1415,7,0.109005357,5.067567568
2499,426911,0,F,N,Y,0,202500,284400,13387.5,225000,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,0.018634,-17054,-1924,Sales staff,1,0.712025316,202500,0.066111111,0.047072785,3,-1716.333333,398.3333333,490450.5,-390.3333333,3,490450.5,0,2,1.004409188,584365.5,NA,660348,NA,-1434.5,NA,NA,15.12605042
3005,426927,0,M,Y,N,0,225000,1546020,45333,1350000,Family,Working,Higher education,Married,Municipal apartment,0.072508,-14287,-512,Laborers,2,0.145534987,112500,0.20148,0.029322389,1,-183,0,67500,-53,1,67500,0,1,1.057859209,117126,13514.67,111726,5400,-1245.5,10,0.056478353,4.963271789
3473,426974,0,M,N,Y,0,270000,280170,27841.5,247500,Family,Commercial associate,Incomplete higher,Married,House / apartment,0.018634,-16119,-464,Managers,2,0.96370061,135000,0.103116667,0.099373595,4,-1428.3125,0,3503642.715,-571.8125,16,1628055,12,2,NA,1788588,NA,2645982,NA,-953.7142857,NA,NA,9.697753354
282,427279,1,M,Y,Y,4,270000,1762110,48586.5,1575000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.014464,-13275,-115,Drivers,6,0.153225395,45000,0.17995,0.02757291,4,-677.4,0,1917756,-299.6,5,1139256,1,2,0.968740416,602995.5,49338.63,641272.5,NA,-822.5,18,NA,5.557099194
3812,427295,0,F,N,Y,1,112500,76410,7443,67500,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.009549,-14071,-1106,Sales staff,3,1.472320377,37500,0.06616,0.097408716,3,-1715.285714,0,323526.42,-1394,7,100632.24,4,2,NA,465403.5,NA,419940,NA,-1084.375,NA,NA,15.11487304
710,427368,1,M,Y,N,0,135000,539100,29376,450000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.035792,-19056,-99,Drivers,2,0.250417362,67500,0.2176,0.054490818,1,-1327.833333,0,2561760,-706.6666667,6,321750,5,2,0.938090576,370800,40523.175,395271,0,-637,12,0,4.595588235
2240,427497,0,F,N,Y,1,225000,526500,24525,526500,Unaccompanied,Pensioner,Higher education,Civil marriage,House / apartment,0.030755,-16668,NA,,3,0.427350427,75000,0.109,0.046581197,3,-1279.2,0,623596.5,-525.4,5,487710,2,2,NA,1415871,NA,1400742,NA,-1357.666667,NA,NA,9.174311927
367,427806,1,M,Y,N,1,180000,490005,25654.5,423000,Unaccompanied,Working,Higher education,Married,House / apartment,0.02461,-9923,-231,Managers,3,0.36734319,60000,0.142525,0.052355588,0,-2683.25,0,173034,-1920.5,4,0,4,2,1.028221338,44617.5,5561.775,45589.5,3231,-1178.5,10,0.099842604,7.016312928
4775,427941,0,M,Y,Y,0,202500,183384,10656,162000,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.006629,-18559,-5232,Core staff,2,1.104240283,101250,0.052622222,0.058107578,2,-1204.666667,0,3581022.375,-308,6,2317500,4,1,NA,2863305,NA,3105585,NA,-1500.928571,NA,NA,19.00337838
2505,427952,0,F,Y,Y,1,81000,298512,32278.5,270000,Family,Working,Secondary / secondary special,Married,House / apartment,0.008068,-11823,-748,,3,0.271345876,27000,0.3985,0.108131331,1,-1037.333333,0,7309746,-297.6666667,3,7087500,2,2,1.1770779,664443,49196.745,656104.5,90000,-1155.25,16,0.180760345,2.509410289
4485,428033,0,M,Y,N,0,157500,237024,17374.5,180000,Unaccompanied,State servant,Secondary / secondary special,Single / not married,Municipal apartment,0.009334,-8466,-1236,Laborers,1,0.664489672,157500,0.110314286,0.073302704,2,-564.6,0,1756252.62,-219.6,5,1471500,3,2,NA,350419.5,NA,404568,NA,-834.8,NA,NA,9.065009065
1765,428145,0,F,N,Y,2,54000,267102,24628.5,247500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010556,-11974,-2382,Security staff,4,0.202169958,13500,0.456083333,0.092206348,1,-1849.555556,0,997231.5,-1301.444444,9,270000,8,2,0.967720894,457200,46390.68,472711.5,NA,-912,14,NA,2.192581765
3402,428202,0,F,N,Y,0,337500,553806,26770.5,495000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.008019,-15326,-5296,Laborers,2,0.609419183,168750,0.07932,0.04833913,0,-730,0,503384.58,-504,3,0,3,1,0.613217993,2070934.65,132920.01,2571961.5,NA,-990,14,NA,12.60716087
4847,428287,0,F,N,Y,1,202500,1006920,42790.5,9.00E+05,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.005313,-17528,-3994,Laborers,3,0.20110833,67500,0.211311111,0.042496425,1,-503,0,9.00E+05,-8,1,9.00E+05,0,1,NA,1849950,NA,1912977,NA,-1475.875,NA,NA,4.732358818
3482,428354,0,F,Y,N,0,202500,1215000,39195,1215000,Unaccompanied,Working,Secondary / secondary special,Married,With parents,0.0228,-10318,-2681,Managers,2,0.166666667,101250,0.193555556,0.032259259,1,-914.75,0,742243.05,-711.25,4,450000,3,1,1.00580867,780916.5,95591.025,806886,12451.5,-1201.666667,10,0.063406744,5.166475316
3672,428372,0,F,N,N,0,180000,942300,30528,675000,Unaccompanied,Commercial associate,Incomplete higher,Single / not married,House / apartment,0.035792,-15067,-1892,Medicine staff,1,0.191021968,180000,0.1696,0.032397326,2,-1512.5,0,1157494.5,-1008.75,4,990000,2,2,NA,94270.5,NA,103603.5,NA,-730,NA,NA,5.896226415
313,428414,1,F,N,N,1,157500,855000,43654.5,855000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.025164,-10136,-1330,Sales staff,3,0.184210526,52500,0.277171429,0.051057895,2,-1238.857143,0,1859702.04,-718.1428571,7,475794,5,2,1.037365209,454702.5,37039.005,463158,15115.5,-1396.2,16.4,0.065358565,3.607875477
4083,428426,0,F,N,Y,0,157500,225000,21253.5,225000,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.006629,-15810,-458,Accountants,2,0.7,78750,0.134942857,0.09446,0,-1109,0,222052.5,-1057,4,0,4,2,NA,1951366.5,NA,1971126,NA,-179.4583333,NA,NA,7.410544146
3055,428451,0,F,Y,Y,1,67500,495000,33214.5,495000,,Working,Secondary / secondary special,Married,House / apartment,0.016612,-14347,-3158,Laborers,3,0.136363636,22500,0.492066667,0.0671,2,-1362.666667,0,526725,-782,3,404100,1,1,1.047519964,163665,17259.075,155920.5,16366.5,-1591,10.66666667,0.103250108,2.032244953
4161,428546,0,F,Y,Y,1,108000,149256,17010,135000,Family,Working,Secondary / secondary special,Single / not married,House / apartment,0.030755,-11367,-3220,,2,0.723589001,54000,0.1575,0.113965268,1,-1596.333333,0,2352915,-830.2222222,9,1125000,8,1,1.077758175,307755,42157.44,282186,30775.5,-2114,8.666666667,0.105940079,6.349206349
1014,428750,1,F,N,Y,0,90000,601470,32629.5,450000,Family,Working,Secondary / secondary special,Married,Rented apartment,0.006852,-17859,-726,Cooking staff,2,0.149633398,45000,0.36255,0.054249589,1,-872,0,112500,-10,1,112500,0,1,NA,135000,NA,143910,NA,-279,NA,NA,2.758240243
1281,428952,1,F,N,Y,1,166500,1256400,36864,9.00E+05,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010966,-11825,-1127,Laborers,3,0.13252149,55500,0.221405405,0.029340974,2,-538.6666667,0,1308311.91,-201.6666667,3,1035000,1,2,0.825641287,72855,4559.4,88240.5,0,-872,24,0,4.516601563
1620,429105,0,F,N,Y,0,63000,123637.5,8923.5,112500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.028663,-18638,-10239,Core staff,2,0.50955414,31500,0.141642857,0.072174704,1,-88,0,675000,-53,1,675000,0,1,1.086093753,192987,20631.105,176791.5,19300.5,-1926.75,10.5,0.106695937,7.060010086
4615,429107,0,M,N,N,0,99000,191880,22770,180000,Unaccompanied,Working,Secondary / secondary special,Single / not married,Rented apartment,0.025164,-9366,-331,Laborers,1,0.515947467,99000,0.23,0.118667917,0,-1502,0,42203.7,-706,1,0,1,1,1.00419087,102298.5,19644.3,103801.5,3600,-928,6,0.052047355,4.347826087
2793,429110,0,M,Y,Y,0,139500,331632,35847,315000,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.030755,-10281,-1624,Accountants,1,0.420646982,139500,0.256967742,0.108092705,3,-904.5,0,1020132,-310.9,10,360000,7,2,1,360000,18000,360000,NA,-533,0,NA,3.891539041
2413,429159,0,F,N,Y,0,135000,539100,22968,450000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.00702,-22667,NA,,2,0.250417362,67500,0.170133333,0.042604341,5,-947.1538462,0,1678311,-619.4615385,13,805500,8,2,NA,2011050,NA,2400547.5,NA,-426,NA,NA,5.877742947
